match_id,minute,second,team,player_off,player_in,reason
3857268,73,12,Canada,Richie Laryea,Sam Adekugbe,Tactical
3857268,77,53,Belgium,Michy Batshuayi Tunga,Ikoma Loïs Openda,Tactical
3857268,80,10,Canada,Tajon Buchanan,Liam Millar,Tactical
3857268,80,21,Canada,Stephen Antunes Eustáquio,Jonathan Osorio,Tactical
3869219,61,19,Croatia,Bruno Petković,Ante Budimir,Tactical
3869219,63,17,Japan,Yuto Nagatomo,Kaoru Mitoma,Tactical
3869219,63,29,Japan,Daizen Maeda,Takuma Asano,Tactical
3869219,67,50,Croatia,Andrej Kramarić,Mario Pašalić,Tactical
3869219,73,54,Japan,Daichi Kamada,Hiroki Sakai,Tactical
3869219,86,9,Japan,Ritsu Doan,Takumi Minamino,Tactical
3869219,98,21,Croatia,Luka Modrić,Lovro Majer,Tactical
3869219,98,25,Croatia,Mateo Kovačić,Nikola Vlašić,Tactical
3869219,105,0,Japan,Hidemasa Morita,Ao Tanaka,Tactical
3869219,105,0,Croatia,Ivan Perišić,Mislav Oršić,Tactical
3869219,105,0,Croatia,Ante Budimir,Marko Livaja,Tactical
3857293,33,45,Uruguay,Rodrigo Bentancur Colmán,Matías Vecino Falero,Injury
3857293,45,0,Ghana,André Ayew Pelé,Osman Bukari,Tactical
3857293,45,0,Ghana,Jordan Ayew,Kamaldeen Sulemana,Tactical
3857293,65,13,Uruguay,Luis Alberto Suárez Díaz,Edinson Roberto Cavani Gómez,Tactical
3857293,65,27,Uruguay,Facundo Pellistri Rebollo,Diego Nicolás De La Cruz Arcosa,Tactical
3857293,71,45,Ghana,Iñaki Williams Arthuer,Antoine Semenyo,Tactical
3857293,71,56,Ghana,Salis Abdul Samed,Daniel-Kofi Kyereh,Tactical
3857293,79,31,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Agustín Canobbio Graviz,Tactical
3857293,79,41,Uruguay,Darwin Gabriel Núñez Ribeiro,Maximiliano Gómez González,Tactical
3857293,97,8,Ghana,Mohammed Kudus,Abdul Fatawu Issahaku,Tactical
3857274,45,0,Netherlands,Steven Bergwijn,Memphis Depay,Tactical
3857274,68,56,Netherlands,Davy Klaassen,Steven Berghuis,Tactical
3857274,73,23,Ecuador,Michael Steveen Estrada Martínez,Jeremy Leonel Sarmiento Morante,Tactical
3857274,78,56,Netherlands,Cody Mathès Gakpo,Wout Weghorst,Tactical
3857274,79,2,Netherlands,Teun Koopmeiners,Marten de Roon,Tactical
3857274,89,2,Ecuador,Enner Remberto Valencia Lastra,Kevin José Rodríguez Cortez,Injury
3857274,89,9,Ecuador,Gonzalo Jordy Plata Jiménez,Romario Andrés Ibarra Mina,Tactical
3869152,63,47,Poland,Sebastian Szymański,Arkadiusz Milik,Tactical
3869152,65,40,France,Aurélien Djani Tchouaméni,Youssouf Fofana,Tactical
3869152,70,17,Poland,Jakub Kamiński,Nicola Zalewski,Tactical
3869152,70,28,Poland,Grzegorz Krychowiak,Krystian Bielik,Tactical
3869152,75,40,France,Ousmane Dembélé,Kingsley Coman,Tactical
3869152,75,48,France,Olivier Giroud,Marcus Thuram,Tactical
3869152,86,13,Poland,Jakub Piotr Kiwior,Jan Bednarek,Tactical
3869152,86,14,Poland,Przemysław Frankowski,Kamil Grosicki,Tactical
3869152,91,35,France,Jules Koundé,Axel Disasi,Tactical
3857260,36,2,Saudi Arabia,Ali Albulayhi,Riyadh Sharahili,Injury
3857260,45,0,Mexico,Ernesto Alexis Vega Rojas,Carlos Uriel Antuna Romero,Tactical
3857260,45,0,Saudi Arabia,Ali Al Hassan,Abdullah Mohammed Madu,Tactical
3857260,61,3,Saudi Arabia,Saleh Khalid Al Shehri,Abdulrahman Al-Obood,Tactical
3857260,76,23,Mexico,Orbelín Pineda Alvarado,Carlos Alberto Rodríguez Gómez,Tactical
3857260,76,28,Mexico,Henry Josué Martín Mex,Raúl Alonso Jiménez Rodríguez,Tactical
3857260,85,43,Mexico,Jorge Eduardo Sánchez Ramos,Kevin Nahin Álvarez Campos,Tactical
3857260,85,51,Mexico,Edson Omar Álvarez Velázquez,Rogelio Gabriel Funes Mori,Tactical
3857260,87,23,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,Hattan Babhir,Tactical
3857289,40,52,Mexico,José Andrés Guardado Hernández,Érick Gabriel Gutiérrez Galaviz,Injury
3857289,56,46,Argentina,Guido Rodríguez,Enzo Fernandez,Tactical
3857289,62,26,Argentina,Lautaro Javier Martínez,Julián Álvarez,Tactical
3857289,62,32,Argentina,Gonzalo Ariel Montiel,Nahuel Molina Lucero,Tactical
3857289,65,21,Mexico,Kevin Nahin Álvarez Campos,Raúl Alonso Jiménez Rodríguez,Tactical
3857289,65,22,Mexico,Ernesto Alexis Vega Rojas,Carlos Uriel Antuna Romero,Tactical
3857289,68,16,Argentina,Alexis Mac Allister,Exequiel Alejandro Palacios,Tactical
3857289,68,48,Argentina,Ángel Fabián Di María Hernández,Cristian Gabriel Romero,Tactical
3857289,72,18,Mexico,Hirving Rodrigo Lozano Bahena,Roberto Carlos Alvarado Hernández,Tactical
3857255,45,0,Japan,Takefusa Kubo,Ritsu Doan,Tactical
3857255,45,0,Spain,César Azpilicueta Tanco,Daniel Carvajal Ramos,Tactical
3857255,45,0,Japan,Yuto Nagatomo,Kaoru Mitoma,Tactical
3857255,56,6,Spain,Nicholas Williams Arthuer,Ferrán Torres García,Tactical
3857255,56,17,Spain,Álvaro Borja Morata Martín,Marco Asensio Willemsen,Tactical
3857255,61,2,Japan,Daizen Maeda,Takuma Asano,Tactical
3857255,67,13,Spain,Pablo Martín Páez Gavira,Anssumane Fati,Tactical
3857255,68,49,Japan,Daichi Kamada,Takehiro Tomiyasu,Tactical
3857255,68,54,Spain,Alejandro Balde Martínez,Jordi Alba Ramos,Tactical
3857255,86,30,Japan,Ao Tanaka,Wataru Endo,Tactical
3857298,55,49,Portugal,Otávio Edmilson da Silva Monteiro,William Silva de Carvalho,Injury
3857298,65,40,Ghana,Alidu Seidu,Tariq Lamptey,Tactical
3857298,75,40,Ghana,Mohammed Kudus,Osman Bukari,Tactical
3857298,76,22,Ghana,André Ayew Pelé,Jordan Ayew,Tactical
3857298,76,46,Portugal,Rúben Diogo Da Silva Neves,Rafael Alexandre Conceição Leão,Tactical
3857298,87,18,Portugal,Cristiano Ronaldo dos Santos Aveiro,Gonçalo Matias Ramos,Tactical
3857298,87,23,Portugal,João Félix Sequeira,João Mário Naval da Costa Eduardo,Tactical
3857298,87,31,Portugal,Bernardo Mota Veiga de Carvalho e Silva,João Maria Lobo Alves Palhinha Gonçalves,Tactical
3857298,91,43,Ghana,Alexander Djiku,Antoine Semenyo,Tactical
3857298,92,6,Ghana,Salis Abdul Samed,Daniel-Kofi Kyereh,Tactical
3857300,47,39,Saudi Arabia,Salman Mohammed Al Faraj,Nawaf Shaker Al Abid,Injury
3857300,58,14,Argentina,Cristian Gabriel Romero,Lisandro Martínez,Tactical
3857300,58,15,Argentina,Alejandro Darío Gómez,Julián Álvarez,Tactical
3857300,58,24,Argentina,Leandro Daniel Paredes,Enzo Fernandez,Tactical
3857300,70,1,Argentina,Nicolás Alejandro Tagliafico,Marcos Javier Acuña,Tactical
3857300,77,21,Saudi Arabia,Saleh Khalid Al Shehri,Sultan Abdullah Salim Al Ghannam,Tactical
3857300,87,44,Saudi Arabia,Nawaf Shaker Al Abid,Abdulelah Al Amri,Tactical
3857300,88,25,Saudi Arabia,Firas Tariq Nasser Al Albirakan,Haitham Mohammed Asiri,Tactical
3857300,98,36,Saudi Arabia,Yasir Gharsan Al Shahrani,Mohammed Al Burayk,Injury
3857261,35,56,Wales,Neco Williams,Connor Roberts,Injury
3857261,45,0,Wales,Gareth Frank Bale,Brennan Johnson,Tactical
3857261,56,50,England,Kyle Walker,Trent Alexander-Arnold,Tactical
3857261,57,6,England,Harry Kane,Callum Wilson,Tactical
3857261,57,13,England,Declan Rice,Kalvin Phillips,Tactical
3857261,58,37,Wales,Ben Davies,Joseff Morrell,Injury
3857261,64,50,England,Luke Shaw,Kieran Trippier,Tactical
3857261,75,1,England,Marcus Rashford,Jack Grealish,Tactical
3857261,76,15,Wales,Daniel James,Harry Wilson,Tactical
3857261,80,20,Wales,Joe Allen,Rubin Colwill,Injury
3869519,45,0,Croatia,Borna Sosa,Mislav Oršić,Tactical
3869519,45,0,Croatia,Mario Pašalić,Nikola Vlašić,Tactical
3869519,49,43,Croatia,Marcelo Brozović,Bruno Petković,Tactical
3869519,61,28,Argentina,Leandro Daniel Paredes,Lisandro Martínez,Tactical
3869519,71,47,Croatia,Andrej Kramarić,Marko Livaja,Tactical
3869519,73,38,Argentina,Rodrigo Javier De Paul,Exequiel Alejandro Palacios,Tactical
3869519,73,47,Argentina,Julián Álvarez,Paulo Bruno Exequiel Dybala,Tactical
3869519,80,40,Croatia,Luka Modrić,Lovro Majer,Tactical
3869519,85,36,Argentina,Alexis Mac Allister,Ángel Martín Correa,Tactical
3869519,85,57,Argentina,Nahuel Molina Lucero,Juan Marcos Foyth,Tactical
3857291,45,0,Costa Rica,Carlos Manuel Martínez Castro,Kendall Jamaal Waston Manley,Tactical
3857291,56,24,Spain,Ferrán Torres García,Álvaro Borja Morata Martín,Tactical
3857291,56,31,Spain,Pedro González López,Carlos Soler Barragán,Tactical
3857291,60,47,Costa Rica,Anthony Daniel Contreras Enríquez,Álvaro José Zamora Mata,Tactical
3857291,60,53,Costa Rica,Jewison Bennette,Bryan Ruiz González,Tactical
3857291,63,18,Spain,Jordi Alba Ramos,Alejandro Balde Martínez,Tactical
3857291,63,24,Spain,Sergio Busquets i Burgos,Jorge Resurrección Merodio,Tactical
3857291,68,26,Spain,Marco Asensio Willemsen,Nicholas Williams Arthuer,Tactical
3857291,71,12,Costa Rica,Celso Borges Mora,Brandon Aguilera Zamora,Tactical
3857291,81,4,Costa Rica,Bryan Oviedo,Ronald Alberto Matarrita Ulate,Tactical
3857262,64,26,Portugal,Matheus Luiz Nunes,João Maria Lobo Alves Palhinha Gonçalves,Tactical
3857262,64,42,Portugal,Rúben Diogo Da Silva Neves,Rafael Alexandre Conceição Leão,Tactical
3857262,64,56,Portugal,Cristiano Ronaldo dos Santos Aveiro,André Miguel Valente Silva,Tactical
3857262,65,23,South Korea,Jae-Sung Lee,Hee-Chan Hwang,Tactical
3857262,80,31,South Korea,Young-Gwon Kim,Jun-Ho Son,Injury
3857262,81,13,South Korea,Kang-In Lee,Ui-Jo Hwang,Tactical
3857262,81,13,Portugal,João Mário Naval da Costa Eduardo,William Silva de Carvalho,Tactical
3857262,81,13,Portugal,Vitor Machado Ferreira,Bernardo Mota Veiga de Carvalho e Silva,Tactical
3857262,92,46,South Korea,Gue-Sung Cho,Yu-Min Cho,Tactical
3857284,45,0,Japan,Takefusa Kubo,Takehiro Tomiyasu,Tactical
3857284,56,33,Japan,Yuto Nagatomo,Kaoru Mitoma,Tactical
3857284,56,39,Japan,Daizen Maeda,Takuma Asano,Tactical
3857284,66,37,Germany,Thomas Müller,Jonas Hofmann,Tactical
3857284,67,5,Germany,İlkay Gündoğan,Leon Goretzka,Tactical
3857284,70,38,Japan,Ao Tanaka,Ritsu Doan,Tactical
3857284,73,53,Japan,Hiroki Sakai,Takumi Minamino,Injury
3857284,78,13,Germany,Jamal Musiala,Mario Götze,Tactical
3857284,78,14,Germany,Kai Havertz,Niclas Füllkrug,Tactical
3857284,89,1,Germany,Serge Gnabry,Youssoufa Moukoko,Tactical
3857259,54,39,Cameroon,Martin Hongla Yma II,Vincent Paté Aboubakar,Tactical
3857259,55,25,Serbia,Strahinja Pavlović,Stefan Mitrović,Tactical
3857259,66,59,Cameroon,Karl Brillant Toko Ekambi,Christian Mougang Bassogog,Tactical
3857259,67,1,Cameroon,Pierre Kunde Malong,Gaël Ondoua,Tactical
3857259,77,41,Serbia,Andrija Živković,Nemanja Radonjić,Tactical
3857259,77,44,Serbia,Milos Veljkovic,Srđan Babić,Tactical
3857259,78,25,Serbia,Sergej Milinković-Savić,Marko Grujić,Tactical
3857259,80,19,Cameroon,André-Frank Zambo Anguissa,Samuel Yves Oum Gwet,Tactical
3857259,80,21,Cameroon,Bryan Mbeumo,Georges-Kévin Nkoudou Mbida,Tactical
3857259,90,53,Serbia,Filip Kostić,Filip Đuričić,Tactical
3857276,59,47,Canada,Cyle Larin,Jonathan David,Tactical
3857276,59,51,Canada,Mark Anthony Kaye,Atiba Hutchinson,Tactical
3857276,60,12,Canada,Sam Adekugbe,Ismael Koné,Tactical
3857276,64,10,Morocco,Sofiane Boufal,Zakaria Aboukhlal,Tactical
3857276,64,28,Morocco,Abdelhamid Sabiri,Selim Amallah,Tactical
3857276,65,4,Canada,Jonathan Osorio,Richie Laryea,Tactical
3857276,75,24,Canada,David Junior Hoilett,David Wallace Wotherspoon,Tactical
3857276,75,36,Morocco,Hakim Ziyech,Abderrazak Hamdallah,Tactical
3857276,75,48,Morocco,Azzedine Ounahi,Jawad El Yamiq,Tactical
3857276,84,55,Morocco,Achraf Hakimi Mouh,Yahya Jabrane,Tactical
3857290,67,53,Cameroon,Martin Hongla Yma II,Gaël Ondoua,Tactical
3857290,70,58,Switzerland,Djibril Sow,Fabian Frei,Tactical
3857290,71,10,Switzerland,Xherdan Shaqiri,Noah Okafor,Tactical
3857290,71,22,Switzerland,Breel-Donald Embolo,Haris Seferović,Tactical
3857290,73,27,Cameroon,Karl Brillant Toko Ekambi,Georges-Kévin Nkoudou Mbida,Tactical
3857290,73,40,Cameroon,Jean-Eric Maxim Choupo-Moting,Vincent Paté Aboubakar,Tactical
3857290,80,31,Switzerland,Ruben Vargas,Fabian Rieder,Tactical
3857290,80,44,Cameroon,Bryan Mbeumo,Nicolas Moumi Ngamaleu,Tactical
3857290,89,53,Switzerland,Ricardo Iván Rodríguez Araya,Eray Ervin Cömert,Tactical
3857273,56,53,Wales,Connor Roberts,Brennan Johnson,Tactical
3857273,56,54,Wales,Harry Wilson,Daniel James,Tactical
3857273,67,18,Iran,Sardar Azmoun,Karim Ansarifard,Tactical
3857273,75,43,Iran,Ali Gholizadeh,Alireza Jahanbakhsh,Tactical
3857273,75,48,Iran,Ehsan Hajsafi,Mehdi Torabi,Tactical
3857273,76,52,Wales,Ethan Ampadu,Joe Allen,Tactical
3857273,77,24,Iran,Ahmad Nourollahi,Roozbeh Cheshmi,Injury
3857273,82,11,Iran,Saeid Ezatolahi Afagh,Ali Karimi,Injury
3857273,86,48,Wales,Aaron Ramsey,Daniel Ward,Tactical
3857256,54,2,Serbia,Milos Veljkovic,Nemanja Gudelj,Tactical
3857256,54,15,Serbia,Dušan Vlahović,Luka Jović,Tactical
3857256,66,59,Serbia,Sergej Milinković-Savić,Nemanja Maksimović,Tactical
3857256,67,51,Switzerland,Djibril Sow,Edimilson Fernandes,Tactical
3857256,68,17,Switzerland,Xherdan Shaqiri,Denis Lemi Zakaria Lako Lado,Tactical
3857256,77,35,Serbia,Dušan Tadić,Filip Đuričić,Tactical
3857256,77,40,Serbia,Andrija Živković,Nemanja Radonjić,Tactical
3857256,82,51,Switzerland,Ruben Vargas,Christian Fassnacht,Tactical
3857256,95,24,Switzerland,Breel-Donald Embolo,Noah Okafor,Tactical
3869420,55,11,Brazil,Raphael Dias Belloli,Antony Matheus dos Santos,Tactical
3869420,63,42,Brazil,Vinícius José Paixão de Oliveira Júnior,Rodrygo Silva de Goes,Tactical
3869420,71,50,Croatia,Mario Pašalić,Nikola Vlašić,Tactical
3869420,71,54,Croatia,Andrej Kramarić,Bruno Petković,Tactical
3869420,83,18,Brazil,Richarlison de Andrade,Pedro Guilherme Abreu dos Santos,Tactical
3869420,105,0,Croatia,Mateo Kovačić,Lovro Majer,Tactical
3869420,105,0,Brazil,Lucas Tolentino Coelho de Lima,Frederico Rodrigues Santos,Tactical
3869420,105,1,Brazil,Éder Gabriel Militão,Alex Sandro Lobo Silva,Tactical
3869420,109,25,Croatia,Borna Sosa,Ante Budimir,Tactical
3869420,113,6,Croatia,Marcelo Brozović,Mislav Oršić,Tactical
3869354,78,37,France,Ousmane Dembélé,Kingsley Coman,Tactical
3869354,78,48,England,Jordan Brian Henderson,Mason Mount,Tactical
3869354,78,51,England,Bukayo Saka,Raheem Sterling,Tactical
3869354,84,28,England,Philip Foden,Marcus Rashford,Tactical
3869354,97,4,England,John Stones,Jack Grealish,Injury
3857266,45,0,Denmark,Andreas Evald Cornelius,Martin Braithwaite Christensen,Tactical
3857266,61,59,France,Olivier Giroud,Marcus Thuram,Tactical
3857266,72,57,Denmark,Mikkel Damsgaard,Kasper Dolberg,Tactical
3857266,73,51,France,Raphaël Varane,Ibrahima Konaté,Tactical
3857266,74,10,France,Ousmane Dembélé,Kingsley Coman,Tactical
3857266,84,16,Denmark,Jesper Lindstrøm,Christian Nørgaard,Tactical
3857266,91,37,Denmark,Rasmus Nissen Kristensen,Alexander Hartmann Bah,Tactical
3857266,92,13,France,Antoine Griezmann,Youssouf Fofana,Tactical
3857280,54,9,Brazil,Alex Nicolao Telles,Marcos Aoás Corrêa,Injury
3857280,54,25,Brazil,Frederico Rodrigues Santos,Bruno Guimarães Rodriguez Moura,Tactical
3857280,54,25,Brazil,Rodrygo Silva de Goes,Éverton Augusto de Barros Ribeiro,Tactical
3857280,63,9,Cameroon,Bryan Mbeumo,Karl Brillant Toko Ekambi,Tactical
3857280,63,33,Brazil,Gabriel Fernando de Jesus,Pedro Guilherme Abreu dos Santos,Tactical
3857280,67,25,Cameroon,Pierre Kunde Malong,Jules Olivier Ntcham,Tactical
3857280,78,41,Brazil,Antony Matheus dos Santos,Raphael Dias Belloli,Tactical
3857280,84,57,Cameroon,Nicolas Moumi Ngamaleu,Jerome Ngom Mbekeli,Tactical
3857285,61,23,Netherlands,Vincent Janssen,Memphis Depay,Tactical
3857285,61,25,Senegal,Abdou Diallo,Ismail Jakobs,Injury
3857285,68,11,Senegal,Boulaye Dia,Cheikh Ahmadou Bamba Mbacke Dieng,Tactical
3857285,73,11,Senegal,Cheikhou Kouyaté,Pape Gueye,Injury
3857285,73,12,Senegal,Krépin Diatta,Nicolas Jackson,Tactical
3857285,78,5,Netherlands,Steven Bergwijn,Davy Klaassen,Tactical
3857285,78,14,Netherlands,Steven Berghuis,Teun Koopmeiners,Tactical
3857285,93,35,Netherlands,Cody Mathès Gakpo,Marten de Roon,Tactical
3857271,19,12,Iran,Alireza Safar Beiranvand,Seyed Hossein Hosseini,Tactical
3857271,45,0,Iran,Ali Karimi,Saeid Ezatolahi Afagh,Tactical
3857271,45,0,Iran,Alireza Jahanbakhsh,Ali Gholizadeh,Tactical
3857271,45,0,Iran,Roozbeh Cheshmi,Mohammad Hossein Kanani Zadegan,Tactical
3857271,62,50,Iran,Milad Mohammadi,Mehdi Torabi,Tactical
3857271,70,27,England,Raheem Sterling,Jack Grealish,Tactical
3857271,70,27,England,Bukayo Saka,Marcus Rashford,Tactical
3857271,70,28,England,Harry Maguire,Eric Dier,Injury
3857271,70,28,England,Mason Mount,Phil Foden,Tactical
3857271,75,10,England,Harry Kane,Callum Wilson,Tactical
3857271,76,42,Iran,Ahmad Nourollahi,Sardar Azmoun,Tactical
3857270,41,29,Portugal,Nuno Mendes,Raphaël Adelino José Guerreiro,Injury
3857270,61,33,Uruguay,Matías Vecino Falero,Giorgian Daniel De Arrascaeta Benedetti,Tactical
3857270,61,43,Uruguay,Diego Roberto Godín Leal,Facundo Pellistri Rebollo,Tactical
3857270,68,54,Portugal,Rúben Diogo Da Silva Neves,Rafael Alexandre Conceição Leão,Tactical
3857270,71,45,Uruguay,Darwin Gabriel Núñez Ribeiro,Maximiliano Gómez González,Tactical
3857270,72,59,Uruguay,Edinson Roberto Cavani Gómez,Luis Alberto Suárez Díaz,Tactical
3857270,82,0,Portugal,Cristiano Ronaldo dos Santos Aveiro,Gonçalo Matias Ramos,Tactical
3857270,82,0,Portugal,João Félix Sequeira,Matheus Luiz Nunes,Tactical
3857270,82,2,Portugal,William Silva de Carvalho,João Maria Lobo Alves Palhinha Gonçalves,Tactical
3857270,85,11,Uruguay,Mathías Olivera Miramontes,Matías Nicolás Viña Susperreguy,Tactical
